country_code,code,name,active
FJ,03,Northern,true
FJ,04,Rotuma,true
FJ,05,Western,true
FM,03,Chuuk,true
FM,01,Kosrae,true
FM,02,Pohnpei State,true
FM,04,Yap State,true
FO,OS,Eysturoy,true
FO,NO,Norðoyar,true
FO,SA,Sandoy,true
FO,ST,Streymoy,true
FO,SU,Suðuroy,true
FO,VG,Vágar,true
FR,27,Bourgogne,true
FR,53,Brittany,true
FR,24,Centre-Val de Loire,true
FR,94,Corsica,true
FR,44,Grand Est,true
FR,32,Hauts-de-France,true
FR,28,Normandy,true
FR,75,Nouvelle-Aquitaine,true
FR,76,Occitanie,true
FR,52,Pays de la Loire,true
FR,93,Provence-Alpes-Côte d'Azur,true
FR,84,Rhône-Alpes,true
FR,11,Île-de-France,true
GA,01,Estuaire,true
GA,02,Haut-Ogooué,true
GA,03,Moyen-Ogooué,true
GA,04,Ngouni,true
GA,05,Nyanga,true
GA,06,Ogooué-Ivindo,true
GA,07,Ogooué-Lolo,true
GA,08,Ogooué-Maritime,true
GA,09,Woleu-Ntem,true
GB,ENG,England,true
GB,NIR,Northern Ireland,true
GB,SCT,Scotland,true
GB,WLS,Wales,true
GD,10,Carriacou and Petite Martinique,true
GD,01,Saint Andrew Parish,true
GD,02,Saint David Parish,true
GD,03,Saint George Parish,true
GD,04,Saint John Parish,true
GD,05,Saint Mark Parish,true
GD,06,Saint Patrick Parish,true
GE,02,Abkhazia,true
GE,04,Adjara,true
GE,65,Guria,true
GE,66,Imereti,true
GE,67,Kakheti,true
GE,68,Kvemo Kartli,true
GE,69,Mtskheta-Mtianeti,true
GE,70,Racha-Lechkhumi and Kvemo Svaneti,true
GE,71,Samegrelo and Zemo Svaneti,true
GE,72,Samtskhe-Javakheti,true
GE,73,Shida Kartli,true
GE,51,Tbilisi,true
GF,GF,Guyane,true
GG,8989934,Alderney,true
GG,6417229,Castel,true
GG,6417223,Forest,true
GG,6417226,Saint Andrew,true
GG,6417215,Saint Saviour,true
GG,6417224,St Martin,true
GG,6417228,St Peter Port,true
GG,6417213,St Pierre du Bois,true
GG,6417233,St Sampson,true
GG,6417214,Torteval,true
GG,6417230,Vale,true
GH,12,Ahafo,true
GH,02,Ashanti,true
GH,13,Bono,true
GH,14,Bono East,true
GH,04,Central,true
GH,05,Eastern,true
GH,01,Greater Accra,true
GH,15,North East,true
GH,06,Northern,true
GH,16,Oti,true
GH,17,Savannah,true
GH,10,Upper East,true
GH,11,Upper West,true
GH,08,Volta,true
GH,09,Western,true
GH,18,Western North,true
GL,11839537,Avannaata,true
GL,04,Kujalleq,true
GL,11839534,Qeqertalik,true
GL,06,Qeqqata,true
GL,07,Sermersooq,true
GM,01,Banjul,true
GM,03,Central River,true
GM,02,Lower River,true
GM,07,North Bank,true
GM,04,Upper River,true
GM,05,Western,true
GN,B,Boké Region,true
GN,04,Conakry,true
GN,F,Faranah,true
GN,K,Kankan Region,true
GN,D,Kindia,true
GN,L,Labé Region,true
GN,M,Mamou Region,true
GN,N,Nzérékoré Region,true
GP,GP,Guadeloupe,true
GQ,03,Annobon,true
GQ,04,Bioko Norte,true
GQ,05,Bioko Sur,true
GQ,06,Centro Sur,true
GQ,10,Djibloho,true
GQ,07,Kié-Ntem,true
GQ,08,Litoral,true
GQ,09,Wele-Nzas,true
GR,ESYE31,Attica,true
GR,ESYE24,Central Greece,true
GR,ESYE12,Central Macedonia,true
GR,ESYE43,Crete,true
GR,ESYE11,East Macedonia and Thrace,true
GR,ESYE21,Epirus,true
GR,ESYE22,Ionian Islands,true
GR,736572,Mount Athos,true
GR,ESYE41,North Aegean,true
GR,ESYE25,Peloponnese,true
GR,ESYE42,South Aegean,true
GR,ESYE14,Thessaly,true
GR,ESYE23,West Greece,true
GR,ESYE13,West Macedonia,true
GT,01,Alta Verapaz,true
GT,02,Baja Verapaz,true
GT,03,Chimaltenango,true
GT,04,Chiquimula,true
GT,05,El Progreso,true
GT,06,Escuintla,true
GT,07,Guatemala,true
GT,08,Huehuetenango,true
GT,09,Izabal Department,true
GT,10,Jalapa,true
GT,11,Jutiapa,true
GT,12,Petén,true
GT,13,Quetzaltenango,true
GT,14,Quiché,true
GT,15,Retalhuleu,true
GT,16,Sacatepéquez,true
GT,17,San Marcos,true
GT,18,Santa Rosa Department,true
GT,19,Sololá,true
GT,20,Suchitepeque,true
GT,21,Totonicapán,true
GT,22,Zacapa,true
GU,AH,Agana Heights,true
GU,AT,Agat,true
GU,AS,Asan,true
GU,BA,Barrigada,true
GU,CP,Chalan Pago-Ordot,true
GU,DD,Dededo,true
GU,AN,Hagatna,true
GU,IN,Inarajan,true
GU,MA,Mangilao,true
GU,ME,Merizo,true
GU,MT,Mongmong-Toto-Maite,true
GU,PI,Piti,true
GU,SR,Santa Rita,true
GU,SJ,Sinajana,true
GU,TF,Talofofo,true
GU,TM,Tamuning,true
GU,UM,Umatac,true
GU,YG,Yigo,true
GU,YN,Yona,true
GW,01,Bafatá,true
GW,12,Biombo,true
GW,11,Bissau,true
GW,05,Bolama,true
GW,06,Cacheu,true
GW,10,Gabú,true
GW,04,Oio,true
GW,02,Quinara,true
GW,07,Tombali,true
GY,10,Barima-Waini,true
GY,11,Cuyuni-Mazaruni,true
GY,12,Demerara-Mahaica,true
GY,13,East Berbice-Corentyne,true
GY,14,Essequibo Islands-West Demerara,true
GY,15,Mahaica-Berbice,true
GY,16,Pomeroon-Supenaam,true
GY,17,Potaro-Siparuni,true
GY,18,Upper Demerara-Berbice,true
GY,19,Upper Takutu-Upper Essequibo,true
HK,HCW,Central and Western,true
HK,HEA,Eastern District,true
HK,NIS,Islands,true
HK,KKC,Kowloon City,true
HK,NKT,Kwai Tsing District,true
HK,KKT,Kwun Tong District,true
HK,NNO,North District,true
HK,NSK,Sai Kung District,true
HK,NST,Sha Tin,true
HK,KSS,Sham Shui Po District,true
HK,HSO,Southern District,true
HK,NTP,Tai Po,true
HK,NTW,Tsuen Wan,true
HK,NTM,Tuen Mun,true
HK,HWC,Wan Chai,true
HK,KWT,Wong Tai Sin District,true
HK,KYT,Yau Tsim Mong District,true
HK,NYL,Yuen Long,true
HN,01,Atlántida Department,true
HN,11,Bay Islands,true
HN,02,Choluteca Department,true
HN,03,Colón Department,true
HN,04,Comayagua Department,true
HN,05,Copán Department,true
HN,06,Cortés Department,true
HN,07,El Paraíso Department,true
HN,08,Francisco Morazán Department,true
HN,09,Gracias a Dios Department,true
HN,10,Intibucá Department,true
HN,12,La Paz Department,true
HN,13,Lempira Department,true
HN,14,Ocotepeque Department,true
HN,15,Olancho Department,true
HN,16,Santa Bárbara Department,true
HN,17,Valle Department,true
HN,18,Yoro Department,true
HR,01,Bjelovar-Bilogora,true
HR,02,Brod-Posavina,true
HR,10,County of Osijek-Baranja,true
HR,03,Dubrovnik-Neretva,true
HR,04,Istria,true
HR,05,Karlovac,true
HR,06,Koprivnica-Križevci,true
HR,07,Krapina-Zagorje,true
HR,08,Lika-Senj,true
HR,09,Međimurje,true
HR,11,Požega-Slavonia,true
HR,12,Primorje-Gorski Kotar,true
HR,14,Sisak-Moslavina,true
HR,15,Split-Dalmatia,true
HR,16,Varaždin,true
HR,17,Virovitica-Podravina,true
HR,18,Vukovar-Srijem,true
HR,19,Zadar,true
HR,21,Zagreb,true
HR,20,Zagreb County,true
HR,13,Šibenik-Knin,true
HT,06,Artibonite,true
HT,07,Centre,true
HT,14,Grand'Anse,true
HT,15,Nippes,true
HT,09,Nord,true
HT,10,Nord-Est,true
HT,03,Nord-Ouest,true
HT,11,Ouest,true
HT,12,Sud,true
HT,13,Sud-Est,true
HU,02,Baranya,true
HU,03,Bekes County,true
HU,04,Borsod-Abaúj-Zemplén,true
HU,05,Budapest,true
HU,01,Bács-Kiskun,true
HU,06,Csongrád,true
HU,08,Fejér,true
HU,09,Győr-Moson-Sopron,true
HU,10,Hajdú-Bihar,true
HU,11,Heves County,true
HU,20,Jász-Nagykun-Szolnok,true
HU,12,Komárom-Esztergom,true
HU,14,Nógrád,true
HU,16,Pest County,true
HU,17,Somogy County,true
HU,18,Szabolcs-Szatmár-Bereg,true
HU,21,Tolna County,true
HU,22,Vas County,true
HU,23,Veszprém,true
HU,24,Zala County,true
ID,01,Aceh,true
ID,02,Bali,true
ID,35,Bangka–Belitung Islands,true
ID,33,Banten,true
ID,03,Bengkulu,true
ID,07,Central Java,true
ID,13,Central Kalimantan,true
ID,PT,Central Papua,true
ID,21,Central Sulawesi,true
ID,08,East Java,true
ID,14,East Kalimantan,true
ID,18,East Nusa Tenggara,true
ID,34,Gorontalo,true
ID,PE,Highland Papua,true
ID,04,Jakarta,true
ID,05,Jambi,true
ID,15,Lampung,true
ID,28,Maluku,true
ID,42,North Kalimantan,true
ID,29,North Maluku,true
ID,31,North Sulawesi,true
ID,26,North Sumatra,true
ID,36,Papua,true
ID,37,Riau,true
ID,40,Riau Islands,true
ID,12,South Kalimantan,true
ID,PS,South Papua,true
ID,38,South Sulawesi,true
ID,32,South Sumatra,true
ID,22,Southeast Sulawesi,true
ID,PD,Southwest Papua,true
ID,30,West Java,true
ID,11,West Kalimantan,true
ID,17,West Nusa Tenggara,true
ID,39,West Papua,true
ID,41,West Sulawesi,true
ID,24,West Sumatra,true
ID,10,Yogyakarta,true
IE,C,Connacht,true
IE,L,Leinster,true
IE,M,Munster,true
IE,U,Ulster,true
IL,02,Central District,true
IL,04,Haifa,true
IL,06,Jerusalem,true
IL,WE,Judea and Samaria Area,true
IL,03,Northern District,true
IL,01,Southern District,true
IL,05,Tel Aviv,true
IM,9782164,Andreas,true
IM,9782165,Arbory,true
IM,9782166,Ballaugh,true
IM,9782167,Braddan,true
IM,9782168,Bride,true
IM,9782169,Castletown,true
IM,9782170,Douglas,true
IM,9782171,German,true
IM,9782172,Jurby,true
IM,9782173,Laxey,true
IM,9782176,Lezayre,true
IM,9782180,Lonan,true
IM,9782182,Malew,true
IM,9782183,Marown,true
IM,9782184,Maughold,true
IM,9782185,Michael,true
IM,9782186,Onchan,true
IM,9782187,Patrick,true
IM,9782188,Peel,true
IM,9782189,Port Erin,true
IM,9782190,Port St Mary,true
IM,9782191,Ramsey,true
IM,9782192,Rushen,true
IM,9782193,Santon,true
IN,01,Andaman and Nicobar,true
IN,02,Andhra Pradesh,true
IN,30,Arunachal Pradesh,true
IN,03,Assam,true
IN,34,Bihar,true
IN,05,Chandigarh,true
IN,37,Chhattisgarh,true
IN,52,Dadra and Nagar Haveli and Daman and Diu,true
IN,07,Delhi,true
IN,33,Goa,true
IN,09,Gujarat,true
IN,10,Haryana,true
IN,11,Himachal Pradesh,true
IN,12,Jammu and Kashmir,true
IN,38,Jharkhand,true
IN,19,Karnataka,true
IN,13,Kerala,true
IN,41,Ladakh,true
IN,14,Lakshadweep,true
IN,35,Madhya Pradesh,true
IN,16,Maharashtra,true
IN,17,Manipur,true
IN,18,Meghalaya,true
IN,31,Mizoram,true
IN,20,Nagaland,true
IN,21,Odisha,true
IN,22,Puducherry,true
IN,23,Punjab,true
IN,24,Rajasthan,true
IN,29,Sikkim,true
IN,25,Tamil Nadu,true
IN,40,Telangana,true
IN,26,Tripura,true
IN,36,Uttar Pradesh,true
IN,39,Uttarakhand,true
IN,28,West Bengal,true
IQ,04,Al-Qadisiyah,true
IQ,17,An Najaf,true
IQ,01,Anbar,true
IQ,06,Babil,true
IQ,07,Baghdad,true
IQ,02,Basra,true
IQ,09,Dhi Qar,true
IQ,10,Diyala,true
IQ,08,Duhok,true
IQ,11,Erbil,true
IQ,19,Halabja,true
IQ,12,Karbala,true
IQ,13,Kirkuk,true
IQ,14,Maysan,true
IQ,03,Muthanna,true
IQ,15,Nineveh,true
IQ,18,Salah ad Din,true
IQ,05,Sulaymaniyah,true
IQ,16,Wasit,true
IR,44,Alborz Province,true
IR,32,Ardabil Province,true
IR,22,Bushehr,true
IR,03,Chaharmahal and Bakhtiari,true
IR,33,East Azerbaijan,true
IR,07,Fars,true
IR,08,Gilan Province,true
IR,37,Golestan,true
IR,09,Hamadan Province,true
IR,11,Hormozgan,true
IR,10,Ilam Province,true
IR,28,Isfahan,true
IR,29,Kerman,true
IR,13,Kermanshah Province,true
IR,15,Khuzestan,true
IR,05,Kohgiluyeh and Boyer-Ahmad,true
IR,16,Kurdistan Province,true
IR,23,Lorestan Province,true
IR,34,Markazi,true
IR,35,Māzandarān,true
IR,43,North Khorasan,true
IR,38,Qazvin Province,true
IR,39,Qom Province,true
IR,42,Razavi Khorasan,true
IR,25,Semnan,true
IR,04,Sistan and Baluchestan,true
IR,41,South Khorasan Province,true
IR,26,Tehran,true
IR,01,West Azerbaijan,true
IR,40,Yazd Province,true
IR,36,Zanjan,true
IS,39,Capital Region,true
IS,38,East,true
IS,40,Northeast,true
IS,41,Northwest,true
IS,42,South,true
IS,43,Southern Peninsula,true
IS,45,West,true
IS,44,Westfjords,true
IT,01,Abruzzo,true
IT,19,Aosta Valley,true
IT,13,Apulia,true
IT,02,Basilicate,true
IT,03,Calabria,true
IT,04,Campania,true
IT,05,Emilia-Romagna,true
IT,06,Friuli Venezia Giulia,true
IT,07,Lazio,true
IT,08,Liguria,true
IT,09,Lombardy,true
IT,11,Molise,true
IT,12,Piedmont,true
IT,14,Sardinia,true
IT,15,Sicily,true
IT,10,The Marches,true
IT,17,Trentino-Alto Adige,true
IT,16,Tuscany,true
IT,18,Umbria,true
IT,20,Veneto,true
JE,3237203,Grouville,true
JE,3237072,St Clement,true
JE,3237864,St Helier,true
JE,3237497,St John,true
JE,3237214,St Lawrence,true
JE,3237716,St Martîn,true
JE,3237212,St Mary,true
JE,3237229,St Ouen,true
JE,3237221,St Peter,true
JE,3237073,St Saviour,true
JE,3237200,St. Brelade,true
JE,3237530,Trinity,true
JM,01,Clarendon,true
JM,02,Hanover,true
JM,17,Kingston,true
JM,04,Manchester,true
JM,07,Portland Parish,true
JM,08,Saint Andrew Parish,true
JM,09,Saint Ann Parish,true
JM,10,Saint Catherine Parish,true
JM,12,Saint James Parish,true
JM,13,Saint Mary Parish,true
JM,14,Saint Thomas Parish,true
JM,11,St. Elizabeth,true
JM,15,Trelawny Parish,true
JM,16,Westmoreland,true
JO,20,Ajloun,true
JO,16,Amman,true
JO,21,Aqaba,true
JO,02,Balqa,true
JO,18,Irbid,true
JO,22,Jerash,true
JO,09,Karak,true
JO,23,Madaba,true
JO,15,Mafraq,true
JO,19,Ma’an,true
JO,12,Tafielah,true
JO,17,Zarqa,true
JP,01,Aichi,true
JP,02,Akita,true
JP,03,Aomori,true
JP,04,Chiba,true
JP,05,Ehime,true
JP,06,Fukui,true
JP,07,Fukuoka,true
JP,08,Fukushima,true
JP,09,Gifu,true
JP,10,Gunma,true
JP,11,Hiroshima,true
JP,12,Hokkaido,true
JP,13,Hyōgo,true
JP,14,Ibaraki,true
JP,15,Ishikawa,true
JP,16,Iwate,true
JP,17,Kagawa,true
JP,18,Kagoshima,true
JP,19,Kanagawa,true
JP,20,Kochi,true
JP,21,Kumamoto,true
JP,22,Kyoto,true
JP,23,Mie,true
JP,24,Miyagi,true
JP,25,Miyazaki,true
JP,26,Nagano,true
JP,27,Nagasaki,true
JP,28,Nara,true
JP,29,Niigata,true
JP,30,Oita,true
JP,31,Okayama,true
JP,47,Okinawa,true
JP,32,Osaka,true
JP,33,Saga,true
JP,34,Saitama,true
JP,35,Shiga,true
JP,36,Shimane,true
JP,37,Shizuoka,true
JP,38,Tochigi,true
JP,39,Tokushima,true
JP,40,Tokyo,true
JP,41,Tottori,true
JP,42,Toyama,true
JP,43,Wakayama,true
JP,44,Yamagata,true
JP,45,Yamaguchi,true
JP,46,Yamanashi,true
KE,10,Baringo,true
KE,11,Bomet County,true
KE,12,Bungoma County,true
KE,13,Busia County,true
KE,14,Elegeyo-Marakwet,true
KE,15,Embu County,true
KE,16,Garissa County,true
KE,17,Homa Bay County,true
KE,18,Isiolo County,true
KE,19,Kajiado County,true
KE,20,Kakamega County,true
KE,21,Kericho County,true
KE,22,Kiambu County,true
KE,23,Kilifi County,true
KE,24,Kirinyaga County,true
KE,25,Kisii County,true
KE,26,Kisumu County,true
KE,27,Kitui County,true
KE,28,Kwale County,true
KE,29,Laikipia,true
KE,30,Lamu,true
KE,31,Machakos County,true
KE,32,Makueni County,true
KE,33,Mandera County,true
KE,34,Marsabit County,true
KE,35,Meru County,true
KE,36,Migori County,true
KE,37,Mombasa County,true
KE,38,Murang'A,true
KE,05,Nairobi County,true
KE,39,Nakuru County,true
KE,40,Nandi,true
KE,41,Narok County,true
KE,42,Nyamira county,true
KE,43,Nyandarua County,true
KE,44,Nyeri County,true
KE,45,Samburu County,true
KE,46,Siaya County,true
KE,47,Taita Taveta,true
KE,48,Tana River County,true
KE,49,Tharaka - Nithi,true
KE,50,Trans Nzoia,true
KE,51,Turkana County,true
KE,52,Uasin Gishu County,true
KE,53,Vihiga County,true
KE,54,Wajir County,true
KE,55,West Pokot County,true
KG,09,Batken,true
KG,01,Bishkek,true
KG,02,Chuy Region,true
KG,07,Issyk-Kul,true
KG,03,Jalal-Abad Region,true
KG,04,Naryn Region,true
KG,10,Osh City,true
KG,08,Osh Region,true
KG,06,Talas Region,true
KH,25,Banteay Meanchey,true
KH,29,Battambang,true
KH,02,Kampong Cham,true
KH,03,Kampong Chhnang,true
KH,04,Kampong Speu Province,true
KH,05,Kampong Thom,true
KH,21,Kampot,true
KH,07,Kandal,true
KH,26,Kep,true
KH,08,Koh Kong,true
KH,09,Kratie,true
KH,10,Mondolkiri,true
KH,30,Pailin,true
KH,22,Phnom Penh,true
KH,28,Preah Sihanouk,true
KH,13,Preah Vihear,true
KH,14,Prey Veng,true
KH,12,Pursat,true
KH,23,Ratanakiri,true
KH,24,Siem Reap,true
KH,17,Stung Treng,true
KH,18,Svay Rieng,true
KH,19,Takeo,true
KH,31,Tboung Khmum,true
KH,27,Ŏtâr Méanchey,true
KI,01,Gilbert Islands,true
KI,02,Line Islands,true
KI,03,Phoenix Islands,true
KM,01,Anjouan,true
KM,02,Grande Comore,true
KM,03,Mohéli,true
KN,01,Christ Church Nichola Town,true
KN,13,Middle Island,true
KN,02,Saint Anne Sandy Point,true
KN,03,Saint George Basseterre,true
KN,04,Saint George Gingerland,true
KN,05,Saint James Windwa,true
KN,06,Saint John Capesterre,true
KN,07,Saint John Figtree,true
KN,08,Saint Mary Cayon,true
KN,09,Saint Paul Capesterre,true
KN,10,Saint Paul Charlestown,true
KN,11,Saint Peter Basseterre,true
KN,12,Saint Thomas Lowland,true
KN,15,Trinity Palmetto Point,true
KP,01,Chagang,true
KP,19,Kaesong,true
KP,09,Kangwŏn-do,true
KP,14,Nampo,true
KP,17,North Hamgyong,true
KP,07,North Hwanghae,true
KP,11,P'yŏngan-bukto,true
KP,12,Pyongyang,true
KP,18,Rason,true
KP,03,South Hamgyong,true
KP,06,South Hwanghae,true
KP,15,South Pyongan,true
KP,13,Yanggang-do,true
KR,10,Busan,true
KR,17,Chungcheongnam-do,true
KR,15,Daegu,true
KR,19,Daejeon,true
KR,06,Gangwon-do,true
KR,18,Gwangju,true
KR,13,Gyeonggi-do,true
KR,14,Gyeongsangbuk-do,true
KR,20,Gyeongsangnam-do,true
KR,12,Incheon,true
KR,01,Jeju-do,true
KR,03,Jeollabuk-do,true
KR,16,Jeollanam-do,true
KR,05,North Chungcheong,true
KR,22,Sejong-si,true
KR,11,Seoul,true
KR,21,Ulsan,true
KW,02,Al Asimah,true
KW,04,Al Aḩmadī,true
KW,07,Al Farwaniyah,true
KW,05,Al Jahra Governorate,true
KW,08,Hawalli,true
KW,09,Mubārak al Kabīr,true
KY,10375969,Bodden Town,true
KY,10375971,East End,true
KY,10346796,George Town,true
KY,10375970,North Side,true
KY,10375972,Sister Island,true
KY,10375968,West Bay,true
KZ,12510143,Abai Region,true
KZ,04,Aktyubinskaya Oblast’,true
KZ,02,Almaty,true
KZ,01,Almaty Region,true
KZ,03,Aqmola,true
KZ,05,Astana,true
KZ,06,Atyrau Oblisi,true
KZ,08,Baikonur,true
KZ,07,Batys Qazaqstan,true
KZ,15,East Kazakhstan,true
KZ,12510144,Jetisu Region,true
KZ,12,Karaganda,true
KZ,09,Mangghystaū,true
KZ,16,North Kazakhstan,true
KZ,11,Pavlodar Region,true
KZ,13,Qostanay,true
KZ,14,Qyzylorda,true
KZ,1537272,Shymkent,true
KZ,10,Turkistan,true
KZ,12510145,Ulytau Region,true
KZ,17,Zhambyl,true
LA,01,Attapu,true
LA,22,Bokeo,true
LA,23,Bolikhamsai,true
LA,02,Champasak Province,true
LA,03,Houaphan,true
LA,15,Khammouane Province,true
LA,16,Loungnamtha,true
LA,17,Luang Prabang Province,true
LA,07,Oudômxai,true
LA,18,Phôngsali,true
LA,19,Salavan Province,true
LA,20,Savannakhet Province,true
LA,27,Vientiane,true
LA,24,Vientiane Prefecture,true
LA,28,Xaisomboun,true
LA,13,Xiagnabouli,true
LA,14,Xiangkhoang,true
LA,26,Xékong,true
LB,10,Aakkâr,true
LB,11,Baalbek-Hermel Governorate,true
LB,04,Beyrouth,true
LB,08,Béqaa,true
LB,09,Liban-Nord,true
LB,05,Mont-Liban,true
LB,07,Nabatîyé,true
LB,06,South Governorate,true
LC,01,Anse-la-Raye,true
LC,12,Canaries,true
LC,03,Castries,true
LC,04,Choiseul,true
LC,05,Dennery,true
LC,06,Gros-Islet,true
LC,07,Laborie,true
LC,08,Micoud,true
LC,09,Soufrière,true
LC,10,Vieux-Fort,true
LI,01,Balzers,true
LI,02,Eschen,true
LI,03,Gamprin,true
LI,04,Mauren,true
LI,05,Planken,true
LI,06,Ruggell,true
LI,07,Schaan,true
LI,08,Schellenberg,true
LI,09,Triesen,true
LI,10,Triesenberg,true
LI,11,Vaduz,true
LK,29,Central Province,true
LK,37,Eastern Province,true
LK,30,North Central Province,true
LK,32,North Western Province,true
LK,38,Northern Province,true
LK,33,Sabaragamuwa Province,true
LK,34,Southern Province,true
LK,35,Uva Province,true
LK,36,Western Province,true
LR,15,Bomi County,true
LR,01,Bong County,true
LR,21,Gbarpolu County,true
LR,11,Grand Bassa County,true
LR,12,Grand Cape Mount County,true
LR,19,Grand Gedeh County,true
LR,16,Grand Kru County,true
LR,20,Lofa County,true
LR,17,Margibi County,true
LR,13,Maryland County,true
LR,14,Montserrado County,true
LR,09,Nimba,true
LR,18,River Cess County,true
LR,22,River Gee County,true
LR,10,Sinoe County,true
LS,10,Berea,true
LS,11,Butha-Buthe,true
LS,12,Leribe,true
LS,13,Mafeteng District,true
LS,14,Maseru District,true
LS,15,Mohale's Hoek District,true
LS,16,Mokhotlong District,true
LS,17,Qacha's Nek District,true
LS,18,Quthing,true
LS,19,Thaba-Tseka,true
LT,56,Alytus,true
LT,57,Kaunas,true
LT,58,Klaipėda County,true
LT,59,Marijampolė County,true
LT,60,Panevėžys,true
LT,61,Siauliai,true
LT,62,Tauragė County,true
LT,63,Telsiai,true
LT,64,Utena,true
LT,65,Vilnius,true
LU,CA,Capellen,true
LU,CL,Clervaux,true
LU,DI,Diekirch,true
LU,EC,Echternach,true
LU,ES,Esch-sur-Alzette,true
LU,GR,Grevenmacher,true
LU,LU,Luxembourg,true
LU,ME,Mersch,true
LU,RD,Redange,true
LU,RM,Remich,true
LU,VD,Vianden,true
LU,WI,Wiltz,true
LV,01,Aizkraukle Municipality,true
LV,02,Alūksne Municipality,true
LV,AN,Augšdaugava Municipality,true
LV,03,Balvi Municipality,true
LV,04,Bauska Municipality,true
LV,05,Cēsis Municipality,true
LV,06,Daugavpils,true
LV,08,Dobele Municipality,true
LV,09,Gulbene Municipality,true
LV,11,Jelgava,true
LV,12,Jelgava Municipality,true
LV,10,Jēkabpils Municipality,true
LV,13,Jūrmala,true
LV,14,Krāslava Municipality,true
LV,15,Kuldīga Municipality,true
LV,16,Liepāja,true
LV,18,Limbaži Municipality,true
LV,19,Ludza Municipality,true
LV,90,Līvāni,true
LV,20,Madonas novads,true
LV,95,Mārupe,true
LV,21,Ogre,true
LV,A2,Olaine,true
LV,22,Preiļu novads,true
LV,25,Riga,true
LV,B5,Ropaži Municipality,true
LV,23,Rēzekne,true
LV,24,Rēzekne Municipality,true
LV,C3,Salaspils Municipality,true
LV,27,Saldus Rajons,true
LV,C5,Saulkrasti Municipality,true
LV,C7,Sigulda Municipality,true
LV,D1,Smiltene Municipality,true
LV,DN,South Kurzeme Municipality,true
LV,28,Talsu novads,true
LV,29,Tukums Municipality,true
LV,30,Valka,true
LV,31,Valmiera,true
LV,E1,Varakļāni Municipality,true
LV,32,Ventspils,true
LV,33,Ventspils Municipality,true
LV,34,Ādaži,true
LV,80,Ķekava,true
LY,79,Al Buţnān,true
LY,63,Al Jabal al Akhḑar,true
LY,81,Al Jafārah,true
LY,64,Al Jufrah,true
LY,65,Al Kufrah,true
LY,66,Al Marj,true
LY,82,Al Marqab,true
LY,83,Al Wāḩāt,true
LY,67,An Nuqāţ al Khams,true
LY,78,Ash Shāţiʼ,true
LY,68,Az Zāwiyah,true
LY,69,Banghāzī,true
LY,70,Darnah,true
LY,71,Ghāt,true
LY,80,Jabal al Gharbi,true
LY,72,Mişrātah,true
LY,73,Murzuq District,true
LY,74,Nālūt,true
LY,75,Sabha District,true
LY,76,Surt,true
LY,77,Tripoli,true
LY,84,Wādī al Ḩayāt,true
MA,05,Béni Mellal-Khénifra,true
MA,06,Casablanca-Settat,true
MA,12,Dakhla-Oued Ed-Dahab,true
MA,08,Drâa-Tafilalet,true
MA,03,Fès-Meknès,true
MA,10,Guelmim-Oued Noun,true
MA,11,Laâyoune-Sakia El Hamra,true
MA,07,Marrakesh-Safi,true
MA,02,Oriental,true
MA,04,Rabat-Salé-Kénitra,true
MA,09,Souss-Massa,true
MA,01,Tanger-Tetouan-Al Hoceima,true
MC,00,Municipality of Monaco,true
MD,59,Anenii Noi,true
MD,61,Basarabeasca,true
MD,62,Bender Municipality,true
MD,63,Briceni,true
MD,60,Bălţi,true
MD,64,Cahul,true
MD,65,Cantemir,true
MD,57,Chișinău Municipality,true
MD,68,Cimişlia,true
MD,69,Criuleni,true
MD,66,Călăraşi,true
MD,67,Căuşeni,true
MD,70,Donduşeni,true
MD,71,Drochia,true
MD,72,Dubăsari District,true
MD,75,Floreşti,true
MD,74,Fălești,true
MD,51,Gagauzia,true
MD,76,Glodeni,true
MD,77,Hînceşti,true
MD,78,Ialoveni,true
MD,79,Leova,true
MD,80,Nisporeni,true
MD,82,Orhei,true
MD,73,Raionul Edineţ,true
MD,81,Raionul Ocniţa,true
MD,83,Rezina,true
MD,84,Rîşcani,true
MD,87,Soroca District,true
MD,89,Strășeni,true
MD,85,Sîngerei,true
MD,90,Taraclia,true
MD,91,Teleneşti,true
MD,58,Transnistria,true
MD,92,Ungheni,true
MD,86,Şoldăneşti,true
MD,88,Ştefan-Vodă,true
ME,01,Andrijevica,true
ME,02,Bar,true
ME,03,Berane,true
ME,04,Bijelo Polje,true
ME,05,Budva,true
ME,06,Cetinje,true
ME,07,Danilovgrad,true
ME,22,Gusinje Municipality,true
ME,08,Herceg Novi,true
ME,10,Kotor,true
ME,11,Mojkovac,true
ME,09,Opština Kolašin,true
ME,12,Opština Nikšić,true
ME,13,Opština Plav,true
ME,15,Opština Plužine,true
ME,18,Opština Šavnik,true
ME,21,Opština Žabljak,true
ME,23,Petnjica Municipality,true
ME,14,Pljevlja,true
ME,16,Podgorica,true
ME,17,Rožaje Municipality,true
ME,19,Tivat,true
ME,24,Tuzi Municipality,true
ME,20,Ulcinj,true
ME,25,Zeta,true
MG,33,Alaotra Mangoro,true
MG,22,Amoron'i Mania,true
MG,11,Analamanga,true
MG,32,Analanjirofo,true
MG,52,Androy,true
MG,53,Anosy,true
MG,51,Atsimo-Andrefana,true
MG,25,Atsimo-Atsinanana,true
